X,-10,-9.39394,-8.78788,-7.57576,-6.76768,-6.36364,-5.9596,-5.75758,-3.73737,-2.72727,-2.32323,-1.71717,-0.30303,2.12121,3.73737,4.14141,4.94949,5.55556,5.9596,6.56566,-7.36924,-0.826997,-5.62082,3.57729,8.69386,0.388327,-9.30856,0.594004,-9.84604,-8.66316,3.73545,8.60873,0.538576,3.07838,4.02381,5.24396,-9.05071,-3.43532,5.12821,-2.69323,9.65101,5.06712,-8.54628,7.69414,-1.27177,-0.445365,-4.50186,-6.66986,7.95313,-8.78871,0.0904579,-3.61934,-0.120466,-8.18534,-8.52502,-2.31716,8.27635,-0.711084,-8.99832,5.40409,-7.49269,3.76911,2.59087,4.50824,7.77144,-3.87356,0.265474,6.91963,6.83021,-1.69211,-0.641653,-6.43345,1.4331,-9.33892,-0.0303976,4.96585,7.81475,6.84079,-5.74497,-7.39145,
Y,0.00990099,0.011205,0.0127833,0.0171256,0.0213669,0.0240988,0.0273847,0.0292829,0.0668094,0.118511,0.156313,0.253249,0.915896,0.181833,0.0668094,0.0550924,0.0392195,0.0313832,0.0273847,0.0226717,0.018977,0.592919,0.0307564,0.0429174,-25576.5,1.26486,0.0353971,1.29379,-0.249232,0.0023843,0.066622,-20041.3,1.29083,-0.0858177,0.0675172,0.075577,0.0417724,0.0773213,0.0663638,0.121207,-295159,0.0580027,-0.0031184,-949.933,0.385329,0.82424,0.0494689,0.0219376,-2484.57,0.0128671,1.14867,0.0705222,1.03043,0.000115709,-0.00368426,0.156996,-7321.98,0.659236,0.0365284,0.0661,0.0180598,0.0695407,-0.0894718,0.0113324,-1279.12,0.0630384,1.22611,-19.8234,-10.1366,0.258969,0.700894,0.0235714,0.868429,0.0284693,1.08347,0.041868,-1504.89,-11.038,0.0294113,0.0188451,
