X,-10,-9.39394,-8.78788,-7.57576,-6.76768,-6.36364,-5.9596,-5.75758,-3.73737,-2.72727,-2.32323,-1.71717,-0.30303,2.12121,3.73737,4.14141,4.94949,5.55556,5.9596,6.56566,-7.36924,-0.826997,-5.62082,3.57729,8.69386,0.388327,-9.30856,0.594004,-9.84604,-8.66316,3.73545,8.60873,0.538576,3.07838,4.02381,5.24396,-9.05071,-3.43532,5.12821,-2.69323,
Y,0.00990099,0.011205,0.0127833,0.0171256,0.0213669,0.0240988,0.0273847,0.0292829,0.0668094,0.118511,0.156313,0.253249,0.915896,0.181833,0.0668094,0.0550924,0.0392195,0.0313832,0.0273847,0.0226717,0.018977,0.592919,0.0307564,0.0429174,-25576.5,1.26486,0.0353971,1.29379,-0.249232,0.0023843,0.066622,-20041.3,1.29083,-0.0858177,0.0675172,0.075577,0.0417724,0.0773213,0.0663638,0.121207,
