X,-9.79798,-8.58586,-7.57576,-7.37374,-4.54545,-3.93939,0.505051,2.32323,4.74747,8.78788,-7.32534,-1.17628,-5.68199,2.96331,7.77236,-0.0340013,-9.14809,0.159314,-9.65327,-8.54148,3.11196,7.69235,0.107217,2.49438,3.38299,4.5298,-8.90574,-3.62784,4.42101,-2.93035,8.67198,4.36359,-8.43163,6.83273,-1.59433,-0.817588,-4.63029,-6.66798,7.07614,-8.65949,
Y,98.1628,38.5845,2.83468,-2.91777,-41.4651,-41.0421,20.3303,59.3542,106.088,127.252,-4.23238,-11.7047,-34.681,73.2461,126.113,9.39088,64.6808,13.26,90.576,36.7143,76.3997,125.973,12.2107,63.096,82.0243,102.885,52.949,-39.8402,101.177,-34.9522,127.154,100.248,32.2203,123.59,-18.4319,-5.46286,-41.3121,-19.6246,124.457,41.7581,
