X,-9.79798,-8.58586,-7.57576,-7.37374,-4.54545,-3.93939,0.505051,2.32323,4.74747,8.78788,-7.35324,-1.27357,-5.72844,2.8193,7.57409,-0.144181,-9.15543,0.0469531,-9.6549,-8.55566,2.96628,7.49498,-0.00455605,2.35567,3.23425,4.36813,-8.91581,-3.69746,4.26056,-3.00785,8.46356,4.20379,-8.44705,6.64506,-1.6869,-0.918925,-4.6886,-6.7033,6.88573,-8.67234,
Y,98.1628,38.5845,2.83468,-2.91777,-41.4651,-41.0421,20.3303,59.3542,106.088,127.252,-3.47768,-13.3258,-34.1737,70.1556,125.746,7.21725,65.0448,11.0029,90.6614,37.3083,73.3096,125.579,9.9758,60.0636,78.9598,100.322,53.4236,-40.1641,98.5371,-35.636,126.969,97.5704,32.8396,122.795,-19.8334,-7.26656,-41.1756,-18.9111,123.794,42.3205,
