X,-10,-9.39394,-8.78788,-7.57576,-6.76768,-6.36364,-5.9596,-5.75758,-3.73737,-2.72727,-2.32323,-1.71717,-0.30303,2.12121,3.73737,4.14141,4.94949,5.55556,5.9596,6.56566,-7.82099,-2.40216,-6.3728,1.24584,5.4838,-1.39553,-9.42729,-1.22517,-9.87247,-8.89271,1.37684,5.41329,-1.27108,0.832597,1.61568,2.62631,-9.21372,-4.56258,2.53044,-3.94793,6.27659,2.47983,-8.79591,4.65575,-2.77056,-2.08606,-5.44599,-7.2417,4.87027,-8.99671,-1.64225,-4.71501,-1.81695,-8.49695,-8.7783,-3.63643,5.13799,-2.30615,-9.17033,2.75894,-7.92324,1.40471,0.4288,2.01693,4.71978,-4.92558,-1.49728,4.01424,3.94018,-3.11872,-2.24864,-7.04588,-0.530163,-9.45244,-1.74235,2.39596,4.75565,3.94894,-6.47563,-7.83939,
Y,0.00990099,0.011205,0.0127833,0.0171256,0.0213669,0.0240988,0.0273847,0.0292829,0.0668094,0.118511,0.156313,0.253249,0.915896,0.181833,0.0668094,0.0550924,0.0392195,0.0313832,0.0273847,0.0226717,0.01227,0.147797,0.0240288,1.03316,0.050436,0.341593,-0.00242728,0.403353,-0.239619,0.0243353,0.920963,0.064648,0.38559,1.26192,0.685382,-0.0983455,0.0468638,0.0482861,-0.0704881,0.061169,0.560015,-0.0508226,0.0135965,0.00818451,0.115192,0.186477,0.0329312,0.0195496,0.0270976,0.0363538,0.270883,0.0453435,0.232151,-0.00424079,0.0118335,0.0699557,0.0675253,0.158245,0.0479083,-0.11726,0.00923891,0.895221,1.27431,0.275353,0.0110592,0.0413765,0.309915,0.0682795,0.0725632,0.0925036,0.164998,0.0201793,0.770173,-0.0143489,0.247679,-0.0106893,0.0137791,0.0722156,0.0232603,0.0117659,
