Spline x Dataset 2,-10,-9.39394,-8.78788,-7.57576,-6.76768,-6.36364,-5.9596,-5.75758,-3.73737,-2.72727,-2.32323,-1.71717,-0.30303,2.12121,3.73737,4.14141,4.94949,5.55556,5.9596,6.56566,
Spline a Dataset 2,0.000245899,3.08641e-06,0.000106245,0.000194859,0.000309871,0.000357559,0.000899501,0.000806814,0.0127481,-0.0608369,0.229471,-0.197156,0.0934427,-0.0612309,0.0712329,-0.00924715,0.0023089,-0.00143724,-0.00128319,0,
Spline b Dataset 2,0,0.000447089,0.000452701,0.000839048,0.00131143,0.00168703,0.00212044,0.00266559,0.00755537,0.0461861,-0.0275556,0.389664,-0.446755,0.232829,-0.0640484,0.0222945,-0.000122806,0.00407519,0.00233307,0,
Spline c Dataset 2,0.00206125,0.00233221,0.00287754,0.00444329,0.00618106,0.00739256,0.00893093,0.00989781,0.0305462,0.0848305,0.092358,0.311817,0.231083,-0.287526,-0.0147499,-0.0316202,-0.0137036,-0.0113082,-0.00871905,-0.00730506,
Spline y Dataset 2,0.00990099,0.011205,0.0127833,0.0171256,0.0213669,0.0240988,0.0273847,0.0292829,0.0668094,0.118511,0.156313,0.253249,0.915896,0.181833,0.0668094,0.0550924,0.0392195,0.0313832,0.0273847,0.0226717,
